asset,phase,model,method,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,directional_accuracy_p_value_mean,directional_accuracy_p_value_std
BTC,phase0,lstm,phase0_lstm,0.016748285172230072,7.57888424781974e-05,0.024165270356100006,6.75157160705491e-05,-0.014804243258885874,0.005671010550347042,0.49539473684210533,0.019544014180938072,0.5682553751236908,0.23486803753183463
BTC,phase0,xgb,phase0_xgb,0.01760241687590475,0.00018555846857107533,0.025011721826736825,0.0002516027894429205,-0.08722287619147218,0.021975521206113586,0.5131578947368421,0.023947729898949076,0.39014478195972613,0.23327314461026138
BTC,phase2_general,lstm,phase2_general_lstm,0.016675091399102282,0.00011102555223651834,0.024020541038036695,0.00010419603766604059,-0.002693855750520524,0.008707604765245862,0.5013157894736843,0.02787331600567744,0.5089130010869182,0.3287177138736269
BTC,phase2_general,xgb,phase2_general_xgb,0.017258843354420857,0.00011164470522172152,0.02451062532686017,0.00025441977292175826,-0.044100877965054595,0.021744872716507307,0.5019736842105262,0.02152029899183703,0.4989607924782532,0.25563453397514985
BTC,phase3_crypto,lstm,phase3_crypto_lstm,0.01705638732309019,0.00014496704418024648,0.024319075735019537,0.00010199635143805023,-0.027771304012176846,0.00864023546431168,0.47368421052631576,0.015603343717936051,0.808478647302632,0.13642735480795576
BTC,phase3_crypto,xgb,phase3_crypto_xgb,0.017780936905759975,0.00023681372258845058,0.025049844105534468,0.00027700350560738105,-0.0905580391540893,0.02417583234205832,0.4921052631578947,0.01587831366598309,0.6120112540949323,0.18358938488848545
ETH,phase0,lstm,phase0_lstm,0.024190968407683616,0.001021044138125593,0.034633573814310495,0.0009051675221722147,-0.06533235612223284,0.05591052876871534,0.5,0.010659112990802378,0.5207259614472445,0.14411117968574136
ETH,phase0,xgb,phase0_xgb,0.024713363473919607,0.00032988896548740576,0.03483058133437969,0.00032460120240060777,-0.0769731206646008,0.020105541434553564,0.5026315789473684,0.01895376354064202,0.47553329176727177,0.22899580637207065
ETH,phase2_general,lstm,phase2_general_lstm,0.025000651191719837,0.0026158476675629807,0.03513660355441882,0.002276684480760425,-0.09958558546760532,0.1478066086696606,0.4947368421052632,0.01654575834205173,0.5827023392579427,0.20108833771657536
ETH,phase2_general,xgb,phase2_general_xgb,0.024242255927919773,0.00011493228838594506,0.03445110525963101,0.00012749916165758613,-0.05357224547048043,0.0077976931289930685,0.5105263157894736,0.018226177864730356,0.3977326446373768,0.22209821343429226
ETH,phase3_crypto,lstm,phase3_crypto_lstm,0.023748285964927035,0.00038045973205301606,0.03425073676943173,0.00037427763603655384,-0.041440747428867164,0.02272943120888944,0.49605263157894736,0.015145874254238644,0.5673314564678007,0.189831004640107
ETH,phase3_crypto,xgb,phase3_crypto_xgb,0.02488549102272434,0.00032807426103126895,0.03524852737837605,0.0003420103926551313,-0.10298068451680038,0.02146206882451155,0.4947368421052632,0.024682015108294843,0.5616209535590772,0.28370803343980533
