asset,phase,model,method,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count,mae_gain_vs_random_walk_pct,mae_gain_vs_arima_pct
BTC,benchmark,arima,arima,0.01667704113053374,0.024010924920393747,-0.0018761203441846064,0.48355263157894735,0.7359105326836264,304,-0.07315846482126043,0.0
BTC,benchmark,random_walk_zero_return,random_walk_zero_return,0.016664849382560683,0.024013387510992572,-0.0020816382276849232,,,304,0.0,0.07310498233847375
BTC,phase0,lstm,phase0_lstm,0.016727339378902965,0.02412724624886465,-0.011606845053759862,0.48355263157894735,0.7359105326836264,304,-0.3749808648596368,-0.3016017528261347
BTC,phase0,xgb,phase0_xgb,0.01751123049567396,0.024907879859560497,-0.07812662265803194,0.4967105263157895,0.568287449734703,304,-5.0788404604423905,-5.002022592682311
BTC,phase1,lstm,phase1_lstm,0.016955809412594457,0.024227354094710395,-0.020018901150386403,0.48026315789473684,0.7720180847000842,304,-1.7459505534940853,-1.6715691943118411
BTC,phase1,xgb,phase1_xgb,0.017706839099237443,0.024842170638028238,-0.07244573640230789,0.4967105263157895,0.568287449734703,304,-6.2526200672847,-6.174944108150346
ETH,benchmark,arima,arima,0.022992327544432912,0.03365921332209887,-0.005683133980972643,0.5197368421052632,0.26408946731637356,304,-0.23327864453482902,0.0
ETH,benchmark,random_walk_zero_return,random_walk_zero_return,0.02293881618496429,0.0335957913281933,-0.0018968102590299907,,,304,0.0,0.23273572179767107
ETH,phase0,lstm,phase0_lstm,0.02377784645725665,0.03421817366429653,-0.039362146956373634,0.5,0.5228621002394082,304,-3.6576877617700214,-3.41643929395889
ETH,phase0,xgb,phase0_xgb,0.024514696804474635,0.034649937669303923,-0.06575691502582637,0.5,0.5228621002394082,304,-6.869930020814618,-6.621205517796008
ETH,phase1,lstm,phase1_lstm,0.023061012796909256,0.03357052636893984,-0.0003904689528619887,0.4967105263157895,0.568287449734703,304,-0.5327067053489063,-0.29873118475547683
ETH,phase1,xgb,phase1_xgb,0.02561700893638133,0.03568936912709805,-0.1306572867234499,0.48026315789473684,0.7720180847000842,304,-11.675374743935192,-11.41546625445464
