asset,candidate_method,reference_method,candidate_mae,reference_mae,mae_difference,wilcoxon_p_value_candidate_lower_error,paired_observations
BTC,phase5_reliability_fusion_lstm,phase4_decay_only_lstm,0.016677174213086163,0.016775774933786264,-9.860072070010106e-05,0.0248228982139065,304
BTC,phase5_reliability_fusion_lstm,phase4_combined_lstm,0.016677174213086163,0.016818776824276647,-0.00014160261119048473,0.01697042602390985,304
BTC,phase5_reliability_fusion_xgb,phase4_decay_only_xgb,0.017195075167485818,0.017682591007603422,-0.0004875158401176048,0.16357471093495307,304
BTC,phase5_reliability_fusion_xgb,phase4_combined_xgb,0.017195075167485818,0.018013054744046214,-0.0008179795765603966,0.03945984550497418,304
ETH,phase5_reliability_fusion_lstm,phase4_decay_only_lstm,0.02405378226378613,0.02322866141910124,0.0008251208446848901,0.9912107727469068,304
ETH,phase5_reliability_fusion_lstm,phase4_combined_lstm,0.02405378226378613,0.02292959752373943,0.0011241847400467013,0.9995483733512693,304
ETH,phase5_reliability_fusion_xgb,phase4_decay_only_xgb,0.028448730288837328,0.02468636953774801,0.0037623607510893185,0.9999977942505833,304
ETH,phase5_reliability_fusion_xgb,phase4_combined_xgb,0.028448730288837328,0.024257774014535317,0.004190956274302011,0.9999878922064519,304
