asset,phase,model,method,seed,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count
BTC,phase2_general,lstm,phase2_general_lstm,42,0.01686525964255961,0.024228759253379577,-0.02013722442750665,0.5361842105263158,0.1141826842920026,304
BTC,phase2_general,xgb,phase2_general_xgb,42,0.017455081936718048,0.024688316254446546,-0.05920297002212549,0.5328947368421053,0.1379051285921145,304
BTC,phase3_crypto,lstm,phase3_crypto_lstm,42,0.017071040442295692,0.024431052229169112,-0.03724318516722214,0.48026315789473684,0.7720180847000842,304
BTC,phase3_crypto,xgb,phase3_crypto_xgb,42,0.017553901951312678,0.024858907088282402,-0.0738912607229465,0.5230263157894737,0.2279819152999158,304
BTC,phase5_concat,lstm,phase5_concat_lstm,42,0.016796006316766313,0.024207084181071863,-0.01831280928799628,0.48026315789473684,0.7720180847000842,304
BTC,phase5_concat,xgb,phase5_concat_xgb,42,0.01726115808400493,0.024285151134213895,-0.024891442595234237,0.5460526315789473,0.06067286187873196,304
BTC,phase5_reliability_fusion,lstm,phase5_reliability_fusion_lstm,42,0.0169060114666365,0.02429311909744551,-0.0255640871233902,0.4868421052631579,0.6971010550060723,304
BTC,phase5_reliability_fusion,xgb,phase5_reliability_fusion_xgb,42,0.017380501149624056,0.024682322732658822,-0.058688752249990817,0.5526315789473685,0.037617623759716966,304
ETH,phase2_general,lstm,phase2_general_lstm,42,0.023264710182835203,0.03388815962883979,-0.01941075714796403,0.47368421052631576,0.8352204939490167,304
ETH,phase2_general,xgb,phase2_general_xgb,42,0.02423745761805556,0.034394905313473355,-0.050126166618352785,0.506578947368421,0.4317125502652969,304
ETH,phase3_crypto,lstm,phase3_crypto_lstm,42,0.023123445939808897,0.0337478383713547,-0.010986053858393463,0.5230263157894737,0.2279819152999158,304
ETH,phase3_crypto,xgb,phase3_crypto_xgb,42,0.0243517352480823,0.03466424824213434,-0.06663742116606763,0.4934210526315789,0.6128278898242461,304
ETH,phase5_concat,lstm,phase5_concat_lstm,42,0.023993395639691724,0.034062556520451065,-0.029930037311006963,0.46710526315789475,0.8858173157079974,304
ETH,phase5_concat,xgb,phase5_concat_xgb,42,0.023938685769952974,0.034312341073733675,-0.0450906066369543,0.5263157894736842,0.19482655307096733,304
ETH,phase5_reliability_fusion,lstm,phase5_reliability_fusion_lstm,42,0.023633403955447413,0.03424815829715019,-0.041184485415411975,0.47039473684210525,0.8620948714078855,304
ETH,phase5_reliability_fusion,xgb,phase5_reliability_fusion_xgb,42,0.02607447108524368,0.036614037986030974,-0.19000421403122925,0.5098684210526315,0.38717211017575387,304
