observations,total_return,annualized_return,annualized_volatility,sharpe_ratio,maximum_drawdown,mean_daily_net_return,positive_net_day_fraction,average_absolute_position,average_daily_turnover,total_turnover,position_changes,asset,method,policy,strategy,cost_bps
304,-0.19196955824518291,-0.2258014306823516,0.644323586344594,-0.07719446237977945,-0.5498901059167647,-0.00013626907629173243,0.4868421052631579,1.0,0.049342105263157895,15.0,8,ETH,phase5_concat_lstm,cost_aware,phase5_concat_lstm__cost_aware,10
304,-0.1880956283488937,-0.22134277165065075,0.6270304237008225,-0.08583458806712346,-0.6236069516836644,-0.00014745451540798356,0.5,0.9769736842105263,0.03618421052631579,11.0,6,ETH,phase5_reliability_fusion_lstm,cost_aware,phase5_reliability_fusion_lstm__cost_aware,10
304,-0.2153368188770589,-0.25260421854458326,0.6441254843402977,-0.13619871704493547,-0.652431458415901,-0.0002403536015975239,0.47039473684210525,1.0,0.8914473684210527,271.0,136,ETH,phase4_combined_xgb,cost_aware,phase4_combined_xgb__cost_aware,10
304,-0.2153368188770589,-0.25260421854458326,0.6441254843402977,-0.13619871704493547,-0.652431458415901,-0.0002403536015975239,0.47039473684210525,1.0,0.8914473684210527,271.0,136,ETH,phase4_short_window_only_xgb,cost_aware,phase4_short_window_only_xgb__cost_aware,10
304,-0.22288179974298583,-0.2612245613627787,0.6442152403325908,-0.15412679464221551,-0.6755355293432956,-0.0002720296713756897,0.47039473684210525,1.0,0.9572368421052632,291.0,146,ETH,phase4_combined_xgb,daily_sign,phase4_combined_xgb__daily_sign,10
304,-0.22288179974298583,-0.2612245613627787,0.6442152403325908,-0.15412679464221551,-0.6755355293432956,-0.0002720296713756897,0.47039473684210525,1.0,0.9572368421052632,291.0,146,ETH,phase4_short_window_only_xgb,daily_sign,phase4_short_window_only_xgb__daily_sign,10
304,-0.2686399206766772,-0.3131401765050271,0.6442506487918139,-0.26410171045503905,-0.5572135603666224,-0.0004661580775553061,0.4967105263157895,1.0,0.20065789473684212,61.0,31,ETH,phase4_decay_only_lstm,daily_sign,phase4_decay_only_lstm__daily_sign,10
304,-0.2893210729836969,-0.3363936359402012,0.6439110122951577,-0.31677582840172314,-0.6041193499197911,-0.0005588368337994267,0.4769736842105263,1.0,0.049342105263157895,15.0,8,ETH,phase5_concat_lstm,daily_sign,phase5_concat_lstm__daily_sign,10
304,-0.28944178440084134,-0.3365289669531173,0.6443919557518735,-0.3170719002035086,-0.5937817341810195,-0.0005597769366742514,0.4901315789473684,0.993421052631579,0.15460526315789475,47.0,24,ETH,phase4_decay_only_lstm,cost_aware,phase4_decay_only_lstm__cost_aware,10
304,-0.3035214479947157,-0.3522820299605709,0.6455636110979973,-0.35115214995587435,-0.4763684543579533,-0.0006210713697817527,0.5164473684210527,1.0,0.3125,95.0,48,ETH,phase4_short_window_only_lstm,daily_sign,phase4_short_window_only_lstm__daily_sign,10
304,-0.3180538913691866,-0.36847479039914177,0.6437801876544824,-0.39400396835090096,-0.5908720933598004,-0.0006949368457028871,0.5,1.0,0.04276315789473684,13.0,7,ETH,phase4_combined_lstm,daily_sign,phase4_combined_lstm__daily_sign,10
304,-0.35331304652156204,-0.4074726847489727,0.6443114654337889,-0.4957643980117448,-0.6482013723681272,-0.0008751416049119111,0.48355263157894735,1.0,0.9046052631578947,275.0,138,ETH,phase3_crypto_xgb,daily_sign,phase3_crypto_xgb__daily_sign,10
304,-0.35331304652156204,-0.4074726847489727,0.6443114654337889,-0.4957643980117448,-0.6482013723681272,-0.0008751416049119111,0.48355263157894735,1.0,0.9046052631578947,275.0,138,ETH,phase3_reference_xgb,daily_sign,phase3_reference_xgb__daily_sign,10
