asset,comparison_family,comparison,candidate_method,reference_method,candidate_mae,reference_mae,mae_difference,mean_loss_differential,dm_statistic,dm_hac_lag,dm_p_value_two_sided,wilcoxon_p_value_two_sided,wilcoxon_p_value_candidate_lower_error,paired_observations,dm_p_value_holm_within_family,wilcoxon_p_value_holm_within_family
BTC,phase5_exploratory,Dual-scope concat vs general for LSTM,phase5_concat_lstm,phase2_general_lstm,0.016971029849454294,0.016614816346754786,0.0003562135026995081,0.00035621350269950764,2.8877167315071004,5,0.004159843974898248,0.0029629044379904045,0.9985185477810048,304,0.0790370355230667,0.05629518432181769
BTC,phase5_exploratory,Dual-scope concat vs crypto for LSTM,phase5_concat_lstm,phase3_crypto_lstm,0.016971029849454294,0.01704013546448766,-6.910561503336785e-05,-6.910561503336892e-05,-0.6837172504717471,5,0.4946762517577764,0.4621003166630989,0.23105015833154946,304,1.0,1.0
BTC,phase5_exploratory,Reliability fusion vs simple concat for LSTM,phase5_reliability_fusion_lstm,phase5_concat_lstm,0.016912078171252943,0.016971029849454294,-5.895167820135078e-05,-5.8951678201348906e-05,-0.8297343556152842,5,0.4073422119213109,0.14909035262051834,0.07454517631025917,304,1.0,1.0
BTC,phase5_exploratory,Reliability fusion vs general for LSTM,phase5_reliability_fusion_lstm,phase2_general_lstm,0.016912078171252943,0.016614816346754786,0.0002972618244981573,0.0002972618244981587,2.580569056566782,5,0.010334138788858012,0.014784369711823906,0.992607815144088,304,0.1860144981994442,0.2365499153891825
BTC,phase5_exploratory,Reliability fusion vs crypto for LSTM,phase5_reliability_fusion_lstm,phase3_crypto_lstm,0.016912078171252943,0.01704013546448766,-0.00012805729323471862,-0.00012805729323471784,-1.9115651169481176,5,0.05687515976982176,0.020645733804596424,0.010322866902298212,304,0.6825019172378611,0.28904027326434995
BTC,benchmark_comparisons,Reliability fusion LSTM vs random walk,phase5_reliability_fusion_lstm,random_walk_zero_return,0.016912078171252943,0.016664849382560683,0.00024722878869225945,0.00024722878869225804,1.8461938485395217,5,0.06583927488581776,0.07103825833510184,0.964480870832449,304,0.39503564931490653,0.2868923311528844
BTC,benchmark_comparisons,Reliability fusion LSTM vs ARIMA,phase5_reliability_fusion_lstm,arima,0.016912078171252943,0.01667704113053374,0.00023503704071920276,0.00023503704071920102,1.5945867119381527,5,0.1118471980382195,0.12990773940348632,0.9350461302982569,304,0.39503564931490653,0.3594537769707534
BTC,phase5_exploratory,Dual-scope concat vs general for XGB,phase5_concat_xgb,phase2_general_xgb,0.017292423870540554,0.01717294948376575,0.00011947438677480451,0.00011947438677480611,0.3844926569180474,5,0.7008830493359917,0.8291487547726922,0.5854256226136539,304,1.0,1.0
BTC,phase5_exploratory,Dual-scope concat vs crypto for XGB,phase5_concat_xgb,phase3_crypto_xgb,0.017292423870540554,0.017682591007603422,-0.0003901671370628683,-0.0003901671370628689,-2.2870595705602987,5,0.022881643651337113,0.017178952059667806,0.008589476029833903,304,0.3661062984213938,0.2576842808950171
BTC,phase5_exploratory,Reliability fusion vs simple concat for XGB,phase5_reliability_fusion_xgb,phase5_concat_xgb,0.017416260406756274,0.017292423870540554,0.00012383653621571983,0.00012383653621571915,0.36142900582522014,5,0.7180306605604322,0.7847267541227714,0.6076366229386143,304,1.0,1.0
BTC,phase5_exploratory,Reliability fusion vs general for XGB,phase5_reliability_fusion_xgb,phase2_general_xgb,0.017416260406756274,0.01717294948376575,0.00024331092299052434,0.0002433109229905252,0.7388266083560958,5,0.46058421169459474,0.5879801112360127,0.7060099443819936,304,1.0,1.0
BTC,phase5_exploratory,Reliability fusion vs crypto for XGB,phase5_reliability_fusion_xgb,phase3_crypto_xgb,0.017416260406756274,0.017682591007603422,-0.00026633060084714846,-0.00026633060084714976,-0.7359521563631355,5,0.462329153302834,0.6175053177819275,0.30875265889096376,304,1.0,1.0
BTC,benchmark_comparisons,Reliability fusion XGB vs random walk,phase5_reliability_fusion_xgb,random_walk_zero_return,0.017416260406756274,0.016664849382560683,0.0007514110241955904,0.0007514110241955875,1.7138034979759107,5,0.08758753761745525,0.05737846623057688,0.9713107668847115,304,0.39503564931490653,0.2868923311528844
BTC,benchmark_comparisons,Reliability fusion XGB vs ARIMA,phase5_reliability_fusion_xgb,arima,0.017416260406756274,0.01667704113053374,0.0007392192762225337,0.0007392192762225306,1.7056091482946993,5,0.08910568434595603,0.04562348560715161,0.9771882571964242,304,0.39503564931490653,0.27374091364290964
ETH,phase5_exploratory,Dual-scope concat vs general for LSTM,phase5_concat_lstm,phase2_general_lstm,0.02389068208757151,0.02445061184470311,-0.0005599297571316011,-0.0005599297571316014,-1.9545374583790487,5,0.05155713055319543,0.04274001070766054,0.02137000535383027,304,0.6702426971915405,0.5128801284919265
ETH,phase5_exploratory,Dual-scope concat vs crypto for LSTM,phase5_concat_lstm,phase3_crypto_lstm,0.02389068208757151,0.023512778895367716,0.0003779031922037934,0.00037790319220379185,1.7676392696650887,5,0.0781276569646253,0.07510755192644736,0.9624462240367764,304,0.8594042266108783,0.8261830711909209
ETH,phase5_exploratory,Reliability fusion vs simple concat for LSTM,phase5_reliability_fusion_lstm,phase5_concat_lstm,0.023149995949232057,0.02389068208757151,-0.0007406861383394518,-0.0007406861383394532,-2.449461018584564,5,0.014873007745920059,0.011442368595049754,0.005721184297524877,304,0.252841131680641,0.19452026611584583
ETH,phase5_exploratory,Reliability fusion vs general for LSTM,phase5_reliability_fusion_lstm,phase2_general_lstm,0.023149995949232057,0.02445061184470311,-0.001300615895471053,-0.0013006158954710547,-3.5057714445377686,5,0.0005240976328924361,4.46841868711122e-05,2.23420934355561e-05,304,0.010481952657848723,0.000893683737422244
ETH,phase5_exploratory,Reliability fusion vs crypto for LSTM,phase5_reliability_fusion_lstm,phase3_crypto_lstm,0.023149995949232057,0.023512778895367716,-0.0003627829461356584,-0.0003627829461356613,-2.100521009706742,5,0.036509250841893826,0.028016794794536226,0.014008397397268113,304,0.5111295117865136,0.36421833232897094
ETH,benchmark_comparisons,Reliability fusion LSTM vs random walk,phase5_reliability_fusion_lstm,random_walk_zero_return,0.023149995949232057,0.02293881618496429,0.00021117976426776597,0.00021117976426776377,1.7752228535604477,5,0.0768648868562924,0.11981792565691782,0.9400910371715411,304,0.39503564931490653,0.3594537769707534
ETH,benchmark_comparisons,Reliability fusion LSTM vs ARIMA,phase5_reliability_fusion_lstm,arima,0.023149995949232057,0.022992327544432912,0.0001576684047991453,0.0001576684047991442,1.31986385011558,5,0.18787677515114332,0.21114305661897936,0.8944284716905103,304,0.39503564931490653,0.3594537769707534
ETH,phase5_exploratory,Dual-scope concat vs general for XGB,phase5_concat_xgb,phase2_general_xgb,0.024038725907504204,0.024102539208351613,-6.381330084740885e-05,-6.381330084740883e-05,-0.23361915297776492,5,0.8154384132289456,0.543444995019448,0.271722497509724,304,1.0,1.0
ETH,phase5_exploratory,Dual-scope concat vs crypto for XGB,phase5_concat_xgb,phase3_crypto_xgb,0.024038725907504204,0.024686369537748012,-0.0006476436302438084,-0.0006476436302438107,-2.1999434652779692,5,0.02856567003443496,0.01015181103838815,0.005075905519194075,304,0.4284850505165244,0.1827325986909867
ETH,phase5_exploratory,Reliability fusion vs simple concat for XGB,phase5_reliability_fusion_xgb,phase5_concat_xgb,0.024521395690147677,0.024038725907504204,0.0004826697826434724,0.0004826697826434736,1.0921464786962813,5,0.2756363385906183,0.12875509176948724,0.9356224541152564,304,1.0,1.0
ETH,phase5_exploratory,Reliability fusion vs general for XGB,phase5_reliability_fusion_xgb,phase2_general_xgb,0.024521395690147677,0.024102539208351613,0.00041885648179606355,0.0004188564817960649,0.8410607681713789,5,0.400977138549109,0.20316193544038907,0.8984190322798055,304,1.0,1.0
ETH,phase5_exploratory,Reliability fusion vs crypto for XGB,phase5_reliability_fusion_xgb,phase3_crypto_xgb,0.024521395690147677,0.024686369537748012,-0.00016497384760033595,-0.00016497384760033723,-0.38957204236856313,5,0.6971267010123854,0.9475001626797029,0.5262499186601485,304,1.0,1.0
ETH,benchmark_comparisons,Reliability fusion XGB vs random walk,phase5_reliability_fusion_xgb,random_walk_zero_return,0.024521395690147677,0.02293881618496429,0.0015825795051833853,0.001582579505183383,2.8122058671703023,5,0.005241392036317745,0.0003668171642928736,0.9998165914178536,304,0.04193113629054196,0.002934537314342989
ETH,benchmark_comparisons,Reliability fusion XGB vs ARIMA,phase5_reliability_fusion_xgb,arima,0.024521395690147677,0.022992327544432912,0.0015290681457147647,0.0015290681457147634,2.730760449703537,5,0.006688962473693689,0.0005727096652466692,0.9997136451673767,304,0.046822737315855824,0.004008967656726684
