asset,split,rows,mean_crypto_weight,median_crypto_weight,mean_reliability_gap_crypto_minus_general
BTC,train,1066,0.4996502711773261,0.503318802561102,1.8663411445856291e-16
BTC,validation,214,0.4526332613793251,0.4478518932070218,-0.194525638242589
BTC,test,304,0.5766976991364484,0.5908506506677197,0.32035940838259963
ETH,train,1066,0.5004922626468514,0.4987990749674425,1.4664108993172799e-16
ETH,validation,214,0.4890989572599405,0.4860022039905115,-0.0404959400765992
ETH,test,304,0.6112333242879577,0.6188157141518973,0.466352023211859
