asset,phase,model,method,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,directional_accuracy_p_value_mean,directional_accuracy_p_value_std
BTC,phase2_general,lstm,phase2_general_lstm,0.016675091399102282,0.00011102555223651834,0.024020541038036695,0.00010419603766604059,-0.002693855750520524,0.008707604765245862,0.5013157894736843,0.02787331600567744,0.5089130010869182,0.3287177138736269
BTC,phase2_general,xgb,phase2_general_xgb,0.017258843354420857,0.00011164470522172152,0.02451062532686017,0.00025441977292175826,-0.044100877965054595,0.021744872716507307,0.5019736842105262,0.02152029899183703,0.4989607924782532,0.25563453397514985
BTC,phase3_crypto,lstm,phase3_crypto_lstm,0.017056387323090137,0.0001449670441802454,0.0243190757350195,0.00010199635143804759,-0.027771304012176444,0.008640235464311499,0.47368421052631576,0.015603343717936051,0.808478647302632,0.13642735480795576
BTC,phase3_crypto,xgb,phase3_crypto_xgb,0.01778093690575993,0.00023681372258845074,0.025049844105534423,0.00027700350560738013,-0.09055803915408873,0.02417583234205824,0.4921052631578947,0.01587831366598309,0.6120112540949323,0.18358938488848545
BTC,phase5_concat,lstm,phase5_concat_lstm,0.01700733926571637,0.00012303269779232235,0.024305087812047182,0.0001306698769137198,-0.026598621880775754,0.01106210381569231,0.49144736842105263,0.021894159595123346,0.605553814411469,0.24635950024083686
BTC,phase5_concat,xgb,phase5_concat_xgb,0.017435451935613543,0.0001619495821708716,0.024619725407209803,0.00017492486650581433,-0.05336817798872993,0.01491270696186115,0.5078947368421052,0.013681996278345607,0.42051551492895933,0.17857715283634953
BTC,phase5_reliability_fusion,lstm,phase5_reliability_fusion_lstm,0.0170164013269948,0.0003193015763679867,0.024247878068328434,0.00016596225498968122,-0.021786123592639005,0.014030909950016384,0.4901315789473684,0.008057532048628883,0.651473948937268,0.10265909063289477
BTC,phase5_reliability_fusion,xgb,phase5_reliability_fusion_xgb,0.017521889877345216,0.0002140885510084914,0.024923289151044137,0.00015306244815370198,-0.07949357452916232,0.013263125917068701,0.5046052631578947,0.02088232927382093,0.4691783199141041,0.25692547637450314
ETH,phase2_general,lstm,phase2_general_lstm,0.025000651191719837,0.0026158476675629807,0.03513660355441882,0.002276684480760425,-0.09958558546760532,0.1478066086696606,0.4947368421052632,0.01654575834205173,0.5827023392579427,0.20108833771657536
ETH,phase2_general,xgb,phase2_general_xgb,0.024242255927919773,0.00011493228838594506,0.03445110525963101,0.00012749916165758613,-0.05357224547048043,0.0077976931289930685,0.5105263157894736,0.018226177864730356,0.3977326446373768,0.22209821343429226
ETH,phase3_crypto,lstm,phase3_crypto_lstm,0.023748285964926986,0.0003804597320530193,0.034250736769431696,0.0003742776360365534,-0.04144074742886672,0.02272943120888932,0.49605263157894736,0.015145874254238644,0.5673314564678007,0.189831004640107
ETH,phase3_crypto,xgb,phase3_crypto_xgb,0.024885491022724294,0.00032807426103126944,0.03524852737837601,0.0003420103926551328,-0.10298068451679984,0.02146206882451174,0.4947368421052632,0.024682015108294843,0.5616209535590772,0.28370803343980533
ETH,phase5_concat,lstm,phase5_concat_lstm,0.024253042482022924,0.0008828646807394231,0.03443517830471076,0.0006879801634011671,-0.05292291214639642,0.0421932468934761,0.49605263157894736,0.013442642593225375,0.5701795294815698,0.17188633123227584
ETH,phase5_concat,xgb,phase5_concat_xgb,0.024255479010849477,0.00030432499433233817,0.03449715798119822,0.00038092025384931297,-0.05648233253351074,0.023435462607855326,0.5230263157894737,0.014893725556147128,0.2503651004369723,0.1561419207668377
ETH,phase5_reliability_fusion,lstm,phase5_reliability_fusion_lstm,0.02324050649763915,0.00021606063207289052,0.033886885396921196,0.00019821535687488531,-0.019361997542569353,0.01195561641440147,0.49868421052631573,0.02113982764876265,0.5206938544297955,0.24110003960563453
ETH,phase5_reliability_fusion,xgb,phase5_reliability_fusion_xgb,0.024760191239846397,0.00026584324094843935,0.034881248846873804,0.0002979282690014118,-0.08009670273655516,0.01844526129682906,0.5131578947368421,0.014893725556147097,0.36425032325778106,0.15465131529766196
