source_phase,asset,comparison_family,comparison,candidate_method,reference_method,candidate_mae,reference_mae,mae_difference,mean_loss_differential,dm_statistic,dm_hac_lag,dm_p_value_two_sided,wilcoxon_p_value_two_sided,wilcoxon_p_value_candidate_lower_error,paired_observations,dm_p_value_holm_within_family,wilcoxon_p_value_holm_within_family,source_file,candidate_result_id,reference_result_id,final_family,dm_p_value_holm_cross_phase_family,wilcoxon_p_value_holm_cross_phase_family
phase3,BTC,benchmark_comparisons,Crypto FinBERT LSTM vs ARIMA,phase3_crypto_lstm,arima,0.0170401354644876,0.0166770411305337,0.0003630943339539,0.0003630943339539,2.51521913402407,5,0.0124131401357178,0.0181131549116648,0.9909434225441676,304,0.1365445414928963,0.1086789294699891,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase3/significance_final.csv,phase3__BTC__phase3_crypto_lstm,phase3__BTC__arima,benchmark_comparisons,0.4096336244786874,0.36226309823329594
phase3,BTC,benchmark_comparisons,General FinBERT LSTM vs ARIMA,phase2_general_lstm,arima,0.0166148163467547,0.0166770411305337,-6.222478377895801e-05,-6.222478377895662e-05,-0.6597358830215677,5,0.5099244775502785,0.2944884897268774,0.1472442448634387,304,0.9061357709374728,0.5889769794537549,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase3/significance_final.csv,phase3__BTC__phase2_general_lstm,phase3__BTC__arima,benchmark_comparisons,1.0,1.0
phase3,BTC,benchmark_comparisons,Crypto FinBERT LSTM vs random walk,phase3_crypto_lstm,random_walk_zero_return,0.0170401354644876,0.0166648493825606,0.0003752860819269,0.0003752860819269,2.7469277639401746,5,0.0063757092947915,0.0079375254061633,0.9960312372969184,304,0.0765085115374991,0.0793752540616339,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase3/significance_final.csv,phase3__BTC__phase3_crypto_lstm,phase3__BTC__random_walk_zero_return,benchmark_comparisons,0.2295255346124832,0.238125762184899
phase3,BTC,benchmark_comparisons,General FinBERT LSTM vs random walk,phase2_general_lstm,random_walk_zero_return,0.0166148163467547,0.0166648493825606,-5.003303580589785e-05,-5.003303580589783e-05,-0.7512789643200919,5,0.4530678854687363,0.5228846854626841,0.261442342731342,304,0.9061357709374728,0.5889769794537549,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase3/significance_final.csv,phase3__BTC__phase2_general_lstm,phase3__BTC__random_walk_zero_return,benchmark_comparisons,1.0,1.0
phase3,BTC,news_scope,Crypto-specific vs general news for XGB,phase3_crypto_xgb,phase2_general_xgb,0.0176825910076034,0.0171729494837657,0.0005096415238376,0.0005096415238376,1.3884381508863497,5,0.1660235271642338,0.1719946552767365,0.9140026723616316,304,0.3320470543284677,0.343989310553473,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase3/significance_final.csv,phase3__BTC__phase3_crypto_xgb,phase3__BTC__phase2_general_xgb,news_scope,0.3320470543284676,0.343989310553473
phase4,ETH,temporal_ablation,Short window only vs Phase 3 for LSTM,phase4_short_window_only_lstm,phase3_reference_lstm,0.0229891201549323,0.0235127788953677,-0.0005236587404353,-0.0005236587404353,-2.3397751395520423,5,0.0199444925281451,0.0264276499679104,0.0132138249839552,304,0.3191118804503221,0.4228423994865668,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_short_window_only_lstm,phase4__ETH__phase3_reference_lstm,temporal_ablation,0.3191118804503216,0.4228423994865664
phase4,ETH,temporal_ablation,Decay only vs Phase 3 for LSTM,phase4_decay_only_lstm,phase3_reference_lstm,0.0233016156535063,0.0235127788953677,-0.0002111632418613,-0.0002111632418613,-1.1749725264468296,5,0.2409282238203808,0.1297425867528512,0.0648712933764256,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_decay_only_lstm,phase4__ETH__phase3_reference_lstm,temporal_ablation,1.0,1.0
phase4,ETH,temporal_ablation,Combined temporal changes vs Phase 3 for LSTM,phase4_combined_lstm,phase3_reference_lstm,0.0229570419481546,0.0235127788953677,-0.000555736947213,-0.000555736947213,-2.6257438432728426,5,0.0090849940744262,0.0064531305828453,0.0032265652914226,304,0.1726148874140978,0.1226094810740615,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_lstm,phase4__ETH__phase3_reference_lstm,temporal_ablation,0.1726148874140978,0.12260948107406071
phase4,ETH,temporal_ablation,Combined vs short window only for LSTM,phase4_combined_lstm,phase4_short_window_only_lstm,0.0229570419481546,0.0229891201549323,-3.2078206777648444e-05,-3.207820677764777e-05,-0.7030066184224983,5,0.4825914085206763,0.5915785757119318,0.2957892878559659,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_lstm,phase4__ETH__phase4_short_window_only_lstm,temporal_ablation,1.0,1.0
phase4,ETH,temporal_ablation,Combined vs decay only for LSTM,phase4_combined_lstm,phase4_decay_only_lstm,0.0229570419481546,0.0233016156535063,-0.0003445737053516,-0.0003445737053516,-1.813788738347378,5,0.070699365995676,0.0365474072482353,0.0182737036241176,304,1.0,0.5482111087235295,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_lstm,phase4__ETH__phase4_decay_only_lstm,temporal_ablation,1.0,0.5482111087235295
phase4,ETH,temporal_ablation,Combined temporal changes vs Phase 3 for XGB,phase4_combined_xgb,phase3_reference_xgb,0.0242577740145353,0.024686369537748,-0.0004285955232126,-0.0004285955232126,-0.7951585381422382,5,0.4271437119870531,0.8261008223826033,0.4130504111913016,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_xgb,phase4__ETH__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,ETH,temporal_ablation,Short window only vs Phase 3 for XGB,phase4_short_window_only_xgb,phase3_reference_xgb,0.0242577740145353,0.024686369537748,-0.0004285955232126,-0.0004285955232126,-0.7951585381422382,5,0.4271437119870531,0.8261008223826033,0.4130504111913016,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_short_window_only_xgb,phase4__ETH__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,ETH,temporal_ablation,Decay only vs Phase 3 for XGB,phase4_decay_only_xgb,phase3_reference_xgb,0.024686369537748,0.024686369537748,1.3877787807814457e-17,1.3215497204424465e-17,0.0,5,1.0,1.0,1.0,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_decay_only_xgb,phase4__ETH__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,ETH,benchmark_comparisons,Phase 3 reference LSTM vs ARIMA,phase3_reference_lstm,arima,0.0235127788953676,0.0229923275444328,0.0005204513509348,0.0005204513509348,2.236032770460192,5,0.0260774825594829,0.0190582076513189,0.9904708961743404,304,0.0696653774281211,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase3_reference_lstm,phase4__ETH__arima,benchmark_comparisons,0.5465234123567841,0.36226309823329594
phase4,ETH,temporal_ablation,Combined vs short window only for XGB,phase4_combined_xgb,phase4_short_window_only_xgb,0.0242577740145353,0.0242577740145353,0.0,0.0,0.0,5,1.0,1.0,1.0,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_xgb,phase4__ETH__phase4_short_window_only_xgb,temporal_ablation,1.0,1.0
phase4,ETH,temporal_ablation,Combined vs decay only for XGB,phase4_combined_xgb,phase4_decay_only_xgb,0.0242577740145353,0.024686369537748,-0.0004285955232126,-0.0004285955232126,-0.795158538142262,5,0.4271437119870394,0.8261008223826033,0.4130504111913016,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase4_combined_xgb,phase4__ETH__phase4_decay_only_xgb,temporal_ablation,1.0,1.0
phase4,ETH,benchmark_comparisons,Phase 3 reference XGB vs random walk,phase3_reference_xgb,random_walk_zero_return,0.0246863695377479,0.0229388161849642,0.0017475533527837,0.0017475533527837,3.4761695847581406,5,0.0005829807749487,0.000152389751359,0.9999238051243204,304,0.0046638461995898,0.0012191180108727,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase3_reference_xgb,phase4__ETH__random_walk_zero_return,benchmark_comparisons,0.0268171156476402,0.007009928562514
phase4,ETH,benchmark_comparisons,Phase 3 reference LSTM vs random walk,phase3_reference_lstm,random_walk_zero_return,0.0235127788953676,0.0229388161849642,0.0005739627104034,0.0005739627104034,2.390921225083662,5,0.0174163443570302,0.0132832640963153,0.9933583679518424,304,0.0696653774281211,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase3_reference_lstm,phase4__ETH__random_walk_zero_return,benchmark_comparisons,0.48765764199684564,0.31879833831156723
phase4,ETH,benchmark_comparisons,Phase 3 reference XGB vs ARIMA,phase3_reference_xgb,arima,0.0246863695377479,0.0229923275444328,0.0016940419933151,0.0016940419933151,3.395496399526372,5,0.0007763846022945,0.0002157847909539,0.999892107604523,304,0.005434692216062,0.0015104935366777,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__ETH__phase3_reference_xgb,phase4__ETH__arima,benchmark_comparisons,0.034160922500958,0.0090629612200638
phase4,BTC,temporal_ablation,Combined vs short window only for XGB,phase4_combined_xgb,phase4_short_window_only_xgb,0.0180130547440462,0.0180130547440462,0.0,0.0,0.0,5,1.0,1.0,1.0,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_xgb,phase4__BTC__phase4_short_window_only_xgb,temporal_ablation,1.0,1.0
phase4,BTC,benchmark_comparisons,Phase 3 reference LSTM vs random walk,phase3_reference_lstm,random_walk_zero_return,0.0170401354644876,0.0166648493825606,0.0003752860819269,0.0003752860819269,2.7469277639401923,5,0.0063757092947912,0.0079375254061633,0.9960312372969184,304,0.0382542557687475,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase3_reference_lstm,phase4__BTC__random_walk_zero_return,benchmark_comparisons,0.2295255346124832,0.238125762184899
phase4,BTC,benchmark_comparisons,Phase 3 reference LSTM vs ARIMA,phase3_reference_lstm,arima,0.0170401354644876,0.0166770411305337,0.0003630943339539,0.0003630943339539,2.5152191340240675,5,0.0124131401357179,0.0181131549116648,0.9909434225441676,304,0.0620657006785897,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase3_reference_lstm,phase4__BTC__arima,benchmark_comparisons,0.4096336244786874,0.36226309823329594
phase4,BTC,temporal_ablation,Short window only vs Phase 3 for LSTM,phase4_short_window_only_lstm,phase3_reference_lstm,0.0168480274502366,0.0170401354644876,-0.000192108014251,-0.000192108014251,-2.374316184623753,5,0.0182043007578118,0.0125729612036568,0.0062864806018284,304,0.3094731128828012,0.2137403404621666,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_short_window_only_lstm,phase4__BTC__phase3_reference_lstm,temporal_ablation,0.3094731128828006,0.2137403404621656
phase4,BTC,temporal_ablation,Combined vs decay only for XGB,phase4_combined_xgb,phase4_decay_only_xgb,0.0180130547440462,0.0176825910076034,0.0003304637364427,0.0003304637364427,0.8017681971136023,5,0.4233153882237236,0.4903471995989523,0.7548264002005238,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_xgb,phase4__BTC__phase4_decay_only_xgb,temporal_ablation,1.0,1.0
phase4,BTC,temporal_ablation,Combined temporal changes vs Phase 3 for LSTM,phase4_combined_lstm,phase3_reference_lstm,0.0168950699739359,0.0170401354644876,-0.0001450654905516,-0.0001450654905516,-1.832282108627536,5,0.0678907482567254,0.0416174981157763,0.0208087490578881,304,1.0,0.5826449736208683,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_lstm,phase4__BTC__phase3_reference_lstm,temporal_ablation,1.0,0.5826449736208682
phase4,BTC,temporal_ablation,Combined vs short window only for LSTM,phase4_combined_lstm,phase4_short_window_only_lstm,0.0168950699739359,0.0168480274502366,4.704252369933798e-05,4.704252369934081e-05,3.1512651564169403,5,0.0017882152229529,0.0030008690937078,0.998499565453146,304,0.0357643044590583,0.0600173818741575,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_lstm,phase4__BTC__phase4_short_window_only_lstm,temporal_ablation,0.035764304459058,0.060017381874156
phase4,BTC,temporal_ablation,Decay only vs Phase 3 for LSTM,phase4_decay_only_lstm,phase3_reference_lstm,0.017086302438613,0.0170401354644876,4.616697412536744e-05,4.6166974125367865e-05,1.153202259709291,5,0.2497362692131601,0.1711774057583004,0.9144112971208498,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_decay_only_lstm,phase4__BTC__phase3_reference_lstm,temporal_ablation,1.0,1.0
phase4,BTC,benchmark_comparisons,Phase 3 reference XGB vs random walk,phase3_reference_xgb,random_walk_zero_return,0.0176825910076033,0.0166648493825606,0.0010177416250427,0.0010177416250427,2.30905198607702,5,0.0216132603878745,0.0082021598073156,0.9958989200963422,304,0.0696653774281211,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase3_reference_xgb,phase4__BTC__random_walk_zero_return,benchmark_comparisons,0.5465234123567841,0.238125762184899
phase4,BTC,benchmark_comparisons,Phase 3 reference XGB vs ARIMA,phase3_reference_xgb,arima,0.0176825910076033,0.0166770411305337,0.0010055498770696,0.0010055498770696,2.319726040693165,5,0.0210201312444917,0.0106795654398822,0.9946602172800588,304,0.0696653774281211,0.0476251524369803,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase3_reference_xgb,phase4__BTC__arima,benchmark_comparisons,0.5465234123567841,0.2776687014369372
phase4,BTC,temporal_ablation,Short window only vs Phase 3 for XGB,phase4_short_window_only_xgb,phase3_reference_xgb,0.0180130547440462,0.0176825910076034,0.0003304637364428,0.0003304637364428,0.8017681971136338,5,0.4233153882237056,0.4903471995989523,0.7548264002005238,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_short_window_only_xgb,phase4__BTC__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,BTC,temporal_ablation,Decay only vs Phase 3 for XGB,phase4_decay_only_xgb,phase3_reference_xgb,0.0176825910076034,0.0176825910076034,1.3877787807814457e-17,1.3003293160796545e-17,0.0,5,1.0,1.0,1.0,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_decay_only_xgb,phase4__BTC__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,BTC,temporal_ablation,Combined temporal changes vs Phase 3 for XGB,phase4_combined_xgb,phase3_reference_xgb,0.0180130547440462,0.0176825910076034,0.0003304637364428,0.0003304637364428,0.8017681971136338,5,0.4233153882237056,0.4903471995989523,0.7548264002005238,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_xgb,phase4__BTC__phase3_reference_xgb,temporal_ablation,1.0,1.0
phase4,BTC,temporal_ablation,Combined vs decay only for LSTM,phase4_combined_lstm,phase4_decay_only_lstm,0.0168950699739359,0.017086302438613,-0.000191232464677,-0.000191232464677,-2.4402493818061384,5,0.015250026252332,0.0095383951881373,0.0047691975940686,304,0.2745004725419768,0.1716911133864725,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase4/significance_final.csv,phase4__BTC__phase4_combined_lstm,phase4__BTC__phase4_decay_only_lstm,temporal_ablation,0.274500472541976,0.17169111338647142
phase5,ETH,phase5_exploratory,Dual-scope concat vs crypto for LSTM,phase5_concat_lstm,phase3_crypto_lstm,0.0238906820875715,0.0235127788953677,0.0003779031922037,0.0003779031922037,1.7676392696650889,5,0.0781276569646253,0.0751075519264473,0.9624462240367764,304,0.8594042266108783,0.8261830711909209,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_concat_lstm,phase5__ETH__phase3_crypto_lstm,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Reliability fusion vs simple concat for LSTM,phase5_reliability_fusion_lstm,phase5_concat_lstm,0.023149995949232,0.0238906820875715,-0.0007406861383394,-0.0007406861383394,-2.449461018584564,5,0.01487300774592,0.0114423685950497,0.0057211842975248,304,0.252841131680641,0.1945202661158458,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_lstm,phase5__ETH__phase5_concat_lstm,phase5_exploratory,0.34207917815616,0.2631744776861431
phase5,ETH,phase5_exploratory,Reliability fusion vs general for LSTM,phase5_reliability_fusion_lstm,phase2_general_lstm,0.023149995949232,0.0244506118447031,-0.001300615895471,-0.001300615895471,-3.505771444537769,5,0.0005240976328924,4.46841868711122e-05,2.23420934355561e-05,304,0.0104819526578487,0.0008936837374222,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_lstm,phase5__ETH__phase2_general_lstm,phase5_exploratory,0.0146747337209872,0.0012511572323911416
phase5,ETH,phase5_exploratory,Reliability fusion vs crypto for LSTM,phase5_reliability_fusion_lstm,phase3_crypto_lstm,0.023149995949232,0.0235127788953677,-0.0003627829461356,-0.0003627829461356,-2.100521009706742,5,0.0365092508418938,0.0280167947945362,0.0140083973972681,304,0.5111295117865136,0.3642183323289709,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_lstm,phase5__ETH__phase3_crypto_lstm,phase5_exploratory,0.730185016837876,0.5323191010961877
phase5,ETH,benchmark_comparisons,Reliability fusion LSTM vs random walk,phase5_reliability_fusion_lstm,random_walk_zero_return,0.023149995949232,0.0229388161849642,0.0002111797642677,0.0002111797642677,1.7752228535604475,5,0.0768648868562924,0.1198179256569178,0.9400910371715412,304,0.3950356493149065,0.3594537769707534,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_lstm,phase5__ETH__random_walk_zero_return,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Reliability fusion vs crypto for XGB,phase5_reliability_fusion_xgb,phase3_crypto_xgb,0.0245213956901476,0.024686369537748,-0.0001649738476003,-0.0001649738476003,-0.3895720423685631,5,0.6971267010123854,0.9475001626797028,0.5262499186601485,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_xgb,phase5__ETH__phase3_crypto_xgb,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Dual-scope concat vs general for XGB,phase5_concat_xgb,phase2_general_xgb,0.0240387259075042,0.0241025392083516,-6.381330084740885e-05,-6.381330084740883e-05,-0.2336191529777649,5,0.8154384132289456,0.543444995019448,0.271722497509724,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_concat_xgb,phase5__ETH__phase2_general_xgb,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Dual-scope concat vs crypto for XGB,phase5_concat_xgb,phase3_crypto_xgb,0.0240387259075042,0.024686369537748,-0.0006476436302438,-0.0006476436302438,-2.199943465277969,5,0.0285656700344349,0.0101518110383881,0.005075905519194,304,0.4284850505165244,0.1827325986909867,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_concat_xgb,phase5__ETH__phase3_crypto_xgb,phase5_exploratory,0.599879070723133,0.2436434649213144
phase5,ETH,phase5_exploratory,Reliability fusion vs simple concat for XGB,phase5_reliability_fusion_xgb,phase5_concat_xgb,0.0245213956901476,0.0240387259075042,0.0004826697826434,0.0004826697826434,1.0921464786962811,5,0.2756363385906183,0.1287550917694872,0.9356224541152564,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_xgb,phase5__ETH__phase5_concat_xgb,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Reliability fusion vs general for XGB,phase5_reliability_fusion_xgb,phase2_general_xgb,0.0245213956901476,0.0241025392083516,0.000418856481796,0.000418856481796,0.8410607681713789,5,0.400977138549109,0.203161935440389,0.8984190322798055,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_xgb,phase5__ETH__phase2_general_xgb,phase5_exploratory,1.0,1.0
phase5,ETH,phase5_exploratory,Dual-scope concat vs general for LSTM,phase5_concat_lstm,phase2_general_lstm,0.0238906820875715,0.0244506118447031,-0.0005599297571316,-0.0005599297571316,-1.954537458379049,5,0.0515571305531954,0.0427400107076605,0.0213700053538302,304,0.6702426971915405,0.5128801284919265,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_concat_lstm,phase5__ETH__phase2_general_lstm,phase5_exploratory,0.9795854805107126,0.769320192737889
phase5,ETH,benchmark_comparisons,Reliability fusion LSTM vs ARIMA,phase5_reliability_fusion_lstm,arima,0.023149995949232,0.0229923275444329,0.0001576684047991,0.0001576684047991,1.31986385011558,5,0.1878767751511433,0.2111430566189793,0.8944284716905103,304,0.3950356493149065,0.3594537769707534,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__ETH__phase5_reliability_fusion_lstm,phase5__ETH__arima,phase5_exploratory,1.0,1.0
phase5,BTC,benchmark_comparisons,Reliability fusion XGB vs ARIMA,phase5_reliability_fusion_xgb,arima,0.0174162604067562,0.0166770411305337,0.0007392192762225,0.0007392192762225,1.7056091482946991,5,0.089105684345956,0.0456234856071516,0.9771882571964242,304,0.3950356493149065,0.2737409136429096,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__arima,phase5_exploratory,1.0,0.7755992553215771
phase5,BTC,benchmark_comparisons,Reliability fusion LSTM vs ARIMA,phase5_reliability_fusion_lstm,arima,0.0169120781712529,0.0166770411305337,0.0002350370407192,0.0002350370407192,1.5945867119381527,5,0.1118471980382195,0.1299077394034863,0.9350461302982568,304,0.3950356493149065,0.3594537769707534,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__arima,phase5_exploratory,1.0,1.0
phase5,BTC,phase5_exploratory,Reliability fusion vs crypto for XGB,phase5_reliability_fusion_xgb,phase3_crypto_xgb,0.0174162604067562,0.0176825910076034,-0.0002663306008471,-0.0002663306008471,-0.7359521563631355,5,0.462329153302834,0.6175053177819275,0.3087526588909637,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase3_crypto_xgb,phase5_exploratory,1.0,1.0
phase5,BTC,phase5_exploratory,Reliability fusion vs general for XGB,phase5_reliability_fusion_xgb,phase2_general_xgb,0.0174162604067562,0.0171729494837657,0.0002433109229905,0.0002433109229905,0.7388266083560958,5,0.4605842116945947,0.5879801112360127,0.7060099443819936,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase2_general_xgb,phase5_exploratory,1.0,1.0
phase5,BTC,phase5_exploratory,Reliability fusion vs simple concat for XGB,phase5_reliability_fusion_xgb,phase5_concat_xgb,0.0174162604067562,0.0172924238705405,0.0001238365362157,0.0001238365362157,0.3614290058252201,5,0.7180306605604322,0.7847267541227714,0.6076366229386143,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase5_concat_xgb,phase5_exploratory,1.0,1.0
phase5,BTC,phase5_exploratory,Dual-scope concat vs crypto for XGB,phase5_concat_xgb,phase3_crypto_xgb,0.0172924238705405,0.0176825910076034,-0.0003901671370628,-0.0003901671370628,-2.2870595705602987,5,0.0228816436513371,0.0171789520596678,0.0085894760298339,304,0.3661062984213938,0.2576842808950171,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_concat_xgb,phase5__BTC__phase3_crypto_xgb,phase5_exploratory,0.5033961603294161,0.36075799325302377
phase5,BTC,phase5_exploratory,Dual-scope concat vs general for XGB,phase5_concat_xgb,phase2_general_xgb,0.0172924238705405,0.0171729494837657,0.0001194743867748,0.0001194743867748,0.3844926569180474,5,0.7008830493359917,0.8291487547726922,0.5854256226136539,304,1.0,1.0,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_concat_xgb,phase5__BTC__phase2_general_xgb,phase5_exploratory,1.0,1.0
phase5,BTC,benchmark_comparisons,Reliability fusion LSTM vs random walk,phase5_reliability_fusion_lstm,random_walk_zero_return,0.0169120781712529,0.0166648493825606,0.0002472287886922,0.0002472287886922,1.8461938485395215,5,0.0658392748858177,0.0710382583351018,0.964480870832449,304,0.3950356493149065,0.2868923311528844,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__random_walk_zero_return,phase5_exploratory,1.0,1.0
phase5,BTC,phase5_exploratory,Reliability fusion vs crypto for LSTM,phase5_reliability_fusion_lstm,phase3_crypto_lstm,0.0169120781712529,0.0170401354644876,-0.0001280572932347,-0.0001280572932347,-1.9115651169481176,5,0.0568751597698217,0.0206457338045964,0.0103228669022982,304,0.6825019172378611,0.2890402732643499,/content/drive/MyDrive/Crypto_Research/revised_outputs_v4/phase5_reliability_fusion/significance_final.csv,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__phase3_crypto_lstm,phase5_exploratory,1.0,0.412914676091928
