source_phase,asset,comparison,candidate_method,reference_method,candidate_result_id,reference_result_id,candidate_mae_significance,candidate_mae_registry,reference_mae_significance,reference_mae_registry,candidate_abs_diff,reference_abs_diff,pass_1e_10
phase5,BTC,Reliability fusion vs crypto for XGB,phase5_reliability_fusion_xgb,phase3_crypto_xgb,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase3_crypto_xgb,0.0174162604067562,0.0174162604067562,0.0176825910076034,0.0176825910076033,0.0,1.0061396160665481e-16,True
phase5,BTC,Reliability fusion vs general for XGB,phase5_reliability_fusion_xgb,phase2_general_xgb,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase2_general_xgb,0.0174162604067562,0.0174162604067562,0.0171729494837657,0.0171729494837657,0.0,0.0,True
phase5,BTC,Reliability fusion vs simple concat for XGB,phase5_reliability_fusion_xgb,phase5_concat_xgb,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__phase5_concat_xgb,0.0174162604067562,0.0174162604067562,0.0172924238705405,0.0172924238705405,0.0,0.0,True
phase5,BTC,Dual-scope concat vs crypto for XGB,phase5_concat_xgb,phase3_crypto_xgb,phase5__BTC__phase5_concat_xgb,phase5__BTC__phase3_crypto_xgb,0.0172924238705405,0.0172924238705405,0.0176825910076034,0.0176825910076033,0.0,1.0061396160665481e-16,True
phase5,BTC,Dual-scope concat vs general for XGB,phase5_concat_xgb,phase2_general_xgb,phase5__BTC__phase5_concat_xgb,phase5__BTC__phase2_general_xgb,0.0172924238705405,0.0172924238705405,0.0171729494837657,0.0171729494837657,0.0,0.0,True
phase5,BTC,Reliability fusion LSTM vs random walk,phase5_reliability_fusion_lstm,random_walk_zero_return,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__random_walk_zero_return,0.0169120781712529,0.0169120781712529,0.0166648493825606,0.0166648493825606,0.0,0.0,True
phase5,BTC,Reliability fusion vs crypto for LSTM,phase5_reliability_fusion_lstm,phase3_crypto_lstm,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__phase3_crypto_lstm,0.0169120781712529,0.0169120781712529,0.0170401354644876,0.0170401354644876,0.0,0.0,True
phase5,BTC,Reliability fusion vs general for LSTM,phase5_reliability_fusion_lstm,phase2_general_lstm,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__phase2_general_lstm,0.0169120781712529,0.0169120781712529,0.0166148163467547,0.0166148163467547,0.0,0.0,True
phase5,BTC,Reliability fusion vs simple concat for LSTM,phase5_reliability_fusion_lstm,phase5_concat_lstm,phase5__BTC__phase5_reliability_fusion_lstm,phase5__BTC__phase5_concat_lstm,0.0169120781712529,0.0169120781712529,0.0169710298494542,0.0169710298494542,0.0,0.0,True
phase5,BTC,Dual-scope concat vs crypto for LSTM,phase5_concat_lstm,phase3_crypto_lstm,phase5__BTC__phase5_concat_lstm,phase5__BTC__phase3_crypto_lstm,0.0169710298494542,0.0169710298494542,0.0170401354644876,0.0170401354644876,0.0,0.0,True
phase5,BTC,Dual-scope concat vs general for LSTM,phase5_concat_lstm,phase2_general_lstm,phase5__BTC__phase5_concat_lstm,phase5__BTC__phase2_general_lstm,0.0169710298494542,0.0169710298494542,0.0166148163467547,0.0166148163467547,0.0,0.0,True
phase5,ETH,Reliability fusion XGB vs random walk,phase5_reliability_fusion_xgb,random_walk_zero_return,phase5__ETH__phase5_reliability_fusion_xgb,phase5__ETH__random_walk_zero_return,0.0245213956901476,0.0245213956901476,0.0229388161849642,0.0229388161849642,0.0,0.0,True
phase5,BTC,Reliability fusion XGB vs random walk,phase5_reliability_fusion_xgb,random_walk_zero_return,phase5__BTC__phase5_reliability_fusion_xgb,phase5__BTC__random_walk_zero_return,0.0174162604067562,0.0174162604067562,0.0166648493825606,0.0166648493825606,0.0,0.0,True
phase5,ETH,Reliability fusion XGB vs ARIMA,phase5_reliability_fusion_xgb,arima,phase5__ETH__phase5_reliability_fusion_xgb,phase5__ETH__arima,0.0245213956901476,0.0245213956901476,0.0229923275444329,0.0229923275444329,0.0,0.0,True
