asset,phase,model,method,seed,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count
BTC,phase0,lstm,phase0_lstm,42,0.01668721175628695,0.024128982741798047,-0.011752465596995387,0.5131578947368421,0.3440684584761977,304
BTC,phase0,xgb,phase0_xgb,42,0.01756019003388969,0.02479643702426351,-0.06850069689500393,0.5098684210526315,0.38717211017575387,304
BTC,phase1,lstm,phase1_lstm,42,0.016782053441455398,0.024191970623999626,-0.017041650464173497,0.5,0.5228621002394082,304
BTC,phase1,xgb,phase1_xgb,42,0.018845651384800047,0.026302419478747542,-0.2022302334376722,0.506578947368421,0.4317125502652969,304
BTC,phase2,lstm,phase2_lstm,42,0.01686525964255961,0.024228759253379577,-0.02013722442750665,0.5361842105263158,0.1141826842920026,304
BTC,phase2,xgb,phase2_xgb,42,0.017455081936718048,0.024688316254446546,-0.05920297002212549,0.5328947368421053,0.1379051285921145,304
ETH,phase0,lstm,phase0_lstm,42,0.02332834295331923,0.03404754247494428,-0.02902229520020616,0.506578947368421,0.4317125502652969,304
ETH,phase0,xgb,phase0_xgb,42,0.024387980051102334,0.034349214665183314,-0.04733801670835214,0.4868421052631579,0.6971010550060723,304
ETH,phase1,lstm,phase1_lstm,42,0.023388779495114826,0.033763375354253077,-0.011917152830795086,0.5,0.5228621002394082,304
ETH,phase1,xgb,phase1_xgb,42,0.026023567651570666,0.03649662251564368,-0.18238413854583846,0.4901315789473684,0.6559315415238023,304
ETH,phase2,lstm,phase2_lstm,42,0.023264710182835203,0.03388815962883979,-0.01941075714796403,0.47368421052631576,0.8352204939490167,304
ETH,phase2,xgb,phase2_xgb,42,0.02423745761805556,0.034394905313473355,-0.050126166618352785,0.506578947368421,0.4317125502652969,304
