asset,phase,model,method,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,directional_accuracy_p_value_mean,directional_accuracy_p_value_std
BTC,phase0,lstm,phase0_lstm,0.016748285172230072,7.57888424781974e-05,0.024165270356100006,6.75157160705491e-05,-0.014804243258885874,0.005671010550347042,0.49539473684210533,0.019544014180938072,0.5682553751236908,0.23486803753183463
BTC,phase0,xgb,phase0_xgb,0.01760241687590475,0.00018555846857107533,0.025011721826736825,0.0002516027894429205,-0.08722287619147218,0.021975521206113586,0.5131578947368421,0.023947729898949076,0.39014478195972613,0.23327314461026138
BTC,phase1,lstm,phase1_lstm,0.01704806189690152,0.0005513949822024576,0.024335512208957962,0.0005473656843499298,-0.029563090845724282,0.04695763991209161,0.4901315789473684,0.009304036594559844,0.6496027218397051,0.11618819759272231
BTC,phase1,xgb,phase1_xgb,0.017837915580447117,0.0002304829647148955,0.024967541563172935,0.00016882650080672707,-0.08333729436575439,0.014655102225781145,0.49934210526315786,0.007501154112494314,0.5303351411021555,0.10059687449097038
BTC,phase2,lstm,phase2_lstm,0.01667509139910233,0.00011102555223651689,0.024020541038036726,0.00010419603766604277,-0.002693855750520657,0.00870760476524613,0.5013157894736843,0.02787331600567744,0.5089130010869182,0.3287177138736269
BTC,phase2,xgb,phase2_xgb,0.0172588433544209,0.00011164470522172014,0.024510625326860207,0.0002544197729217567,-0.04410087796505517,0.02174487271650738,0.5019736842105262,0.02152029899183703,0.4989607924782532,0.25563453397514985
ETH,phase0,lstm,phase0_lstm,0.024190968407683616,0.001021044138125593,0.034633573814310495,0.0009051675221722147,-0.06533235612223284,0.05591052876871534,0.5,0.010659112990802378,0.5207259614472445,0.14411117968574136
ETH,phase0,xgb,phase0_xgb,0.024713363473919607,0.00032988896548740576,0.03483058133437969,0.00032460120240060777,-0.0769731206646008,0.020105541434553564,0.5026315789473684,0.01895376354064202,0.47553329176727177,0.22899580637207065
ETH,phase1,lstm,phase1_lstm,0.023262725477376532,0.0003954752595915441,0.03371899213845751,0.00015062795835259107,-0.009274607960954384,0.009036855634508442,0.5,0.013157894736842108,0.5227425598459996,0.1721703124309591
ETH,phase1,xgb,phase1_xgb,0.025972025043430342,0.0009663265658402757,0.03600760688175178,0.0009901675648399015,-0.15160729518215565,0.06361317053097743,0.49605263157894736,0.01532344039322647,0.5710736004934363,0.20039490312720043
ETH,phase2,lstm,phase2_lstm,0.025000651191719885,0.0026158476675629773,0.03513660355441886,0.0022766844807604355,-0.09958558546760599,0.1478066086696609,0.4947368421052632,0.01654575834205173,0.5827023392579427,0.20108833771657536
ETH,phase2,xgb,phase2_xgb,0.02424225592791982,0.00011493228838594234,0.03445110525963104,0.00012749916165758418,-0.053572245470480916,0.007797693128992958,0.5105263157894736,0.018226177864730356,0.3977326446373768,0.22209821343429226
