asset,phase,model,method,seed,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count
ETH,phase1,xgb,phase1_xgb,7,0.025648261718942873,0.03584808449918325,-0.14073601444313133,0.506578947368421,0.4317125502652969,304
ETH,phase2,lstm,phase2_lstm,42,0.023264710182835203,0.03388815962883979,-0.01941075714796403,0.47368421052631576,0.8352204939490167,304
ETH,phase2,lstm,phase2_lstm,123,0.02306102472029841,0.03364537483140222,-0.0048563603040505665,0.5296052631578947,0.16477950605098335,304
ETH,phase2,lstm,phase2_lstm,2024,0.02320603655399168,0.03400912872197465,-0.02670163963890948,0.5230263157894737,0.2279819152999158,304
ETH,phase2,lstm,phase2_lstm,2025,0.02491934481776347,0.03577499026049307,-0.13608883596607102,0.5098684210526315,0.38717211017575387,304
ETH,phase2,lstm,phase2_lstm,7,0.023544649842527122,0.03406455443583606,-0.03005086050363115,0.5,0.5228621002394082,304
ETH,phase2,xgb,phase2_xgb,42,0.02423745761805556,0.034394905313473355,-0.050126166618352785,0.506578947368421,0.4317125502652969,304
ETH,phase2,xgb,phase2_xgb,123,0.02424712705009186,0.034413048916784615,-0.051234359692218234,0.5197368421052632,0.26408946731637356,304
ETH,phase2,xgb,phase2_xgb,2024,0.0237867841170275,0.03407139184718728,-0.03046440404667683,0.5197368421052632,0.26408946731637356,304
ETH,phase2,xgb,phase2_xgb,2025,0.024176159321659122,0.03446906431347242,-0.05465941131808982,0.5361842105263158,0.1141826842920026,304
ETH,phase2,xgb,phase2_xgb,7,0.024069542255125892,0.034250410696559604,-0.04132144112654279,0.5197368421052632,0.26408946731637356,304
