asset,comparison_family,comparison,candidate_method,reference_method,candidate_mae,reference_mae,mae_difference,mean_loss_differential,dm_statistic,dm_hac_lag,dm_p_value_two_sided,wilcoxon_p_value_two_sided,wilcoxon_p_value_candidate_lower_error,paired_observations,dm_p_value_holm_within_family,wilcoxon_p_value_holm_within_family
BTC,sentiment_increment,Phase 1 vs Phase 0 for LSTM,phase1_lstm,phase0_lstm,0.01695716380393024,0.016749781226675947,0.000207382577254292,0.00020738257725429267,1.0238634747998772,5,0.3067164847722246,0.37142079502265535,0.8142896024886723,304,1.0,1.0
BTC,sentiment_increment,Phase 2 vs Phase 1 for LSTM,phase2_lstm,phase1_lstm,0.016646594852021135,0.01695716380393028,-0.0003105689519091459,-0.00031056895190914537,-1.8373621672613822,5,0.06713558353554551,0.07661396626735638,0.03830698313367819,304,0.4699490847488186,0.5362977638714946
BTC,sentiment_increment,Phase 2 vs Phase 0 for LSTM,phase2_lstm,phase0_lstm,0.016646594852021135,0.016749781226675985,-0.00010318637465485045,-0.00010318637465484968,-0.9376336751286212,5,0.34917946539242983,0.4498872301289847,0.22494361506449234,304,1.0,1.0
BTC,sentiment_increment,Phase 1 vs Phase 0 for XGB,phase1_xgb,phase0_xgb,0.01868164759115201,0.01747738950258969,0.001204258088562317,0.001204258088562314,2.163220247185431,5,0.0313059307563431,0.1271222575529863,0.9364388712235069,304,0.2817533768070879,0.7627335453179178
BTC,sentiment_increment,Phase 2 vs Phase 1 for XGB,phase2_xgb,phase1_xgb,0.017169140807534435,0.018681647591152043,-0.0015125067836176086,-0.0015125067836176055,-2.853992942169993,5,0.004614889893658915,0.020432332400781125,0.010216166200390562,304,0.05076378883024806,0.20432332400781125
BTC,sentiment_increment,Phase 2 vs Phase 0 for XGB,phase2_xgb,phase0_xgb,0.017169140807534435,0.01747738950258973,-0.0003082486950552951,-0.0003082486950552939,-1.3939092859190778,5,0.16436640489818202,0.03988602257776208,0.01994301128888104,304,0.9861984293890922,0.31908818062209665
ETH,sentiment_increment,Phase 1 vs Phase 0 for LSTM,phase1_lstm,phase0_lstm,0.023430315597887025,0.023306056249634853,0.00012425934825217172,0.0001242593482521744,0.4263941288922853,5,0.6701234454672327,0.6225654627387487,0.6887172686306257,304,1.0,1.0
ETH,sentiment_increment,Phase 2 vs Phase 1 for LSTM,phase2_lstm,phase1_lstm,0.023390408607197547,0.023430315597887066,-3.990699068951928e-05,-3.9906990689521514e-05,-0.10820647643218279,5,0.913903525689161,0.6899007931515375,0.34495039657576876,304,1.0,1.0
ETH,sentiment_increment,Phase 2 vs Phase 0 for LSTM,phase2_lstm,phase0_lstm,0.023390408607197547,0.023306056249634895,8.435235756265244e-05,8.435235756265082e-05,0.4309394466732466,5,0.6668188052285241,0.9189922168068471,0.45949610840342353,304,1.0,1.0
ETH,sentiment_increment,Phase 1 vs Phase 0 for XGB,phase1_xgb,phase0_xgb,0.025563184092243212,0.024515127400033775,0.0010480566922094377,0.0010480566922094433,2.6116049098021525,5,0.009460556360365689,0.016316341079421943,0.991841829460289,304,0.09460556360365689,0.17947975187364137
ETH,sentiment_increment,Phase 2 vs Phase 1 for XGB,phase2_xgb,phase1_xgb,0.0239761220398249,0.025563184092243247,-0.0015870620524183476,-0.0015870620524183492,-3.5589947413587764,5,0.000431995924389772,0.0013508290122666176,0.0006754145061333088,304,0.005183951092677264,0.01620994814719941
ETH,sentiment_increment,Phase 2 vs Phase 0 for XGB,phase2_xgb,phase0_xgb,0.0239761220398249,0.024515127400033802,-0.000539005360208903,-0.0005390053602089091,-1.9443703796067104,5,0.052776032827833365,0.03383122421159606,0.01691561210579803,304,0.4222082626226669,0.30448101790436455
