asset,phase,model,method,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,directional_accuracy_p_value_mean,directional_accuracy_p_value_std
BTC,phase0,lstm,phase0_lstm,0.016839481935194262,0.00014340223741702812,0.024200926460740672,0.00011230711528383697,-0.017812339694841084,0.009474867451652104,0.4947368421052632,0.022382928731847367,0.573534803300096,0.26519987328278577
BTC,phase0,xgb,phase0_xgb,0.017553118034153974,0.0001243609676505168,0.024828189953436986,0.00011834174865013446,-0.07125844320433602,0.01021717320679069,0.5019736842105262,0.01926519797940304,0.49252890133820654,0.23618875388061833
BTC,phase1,lstm,phase1_lstm,0.017095571515388996,0.00026511149716379316,0.02451491148790317,0.0002876731235118141,-0.04449110206049869,0.02455917288635709,0.4921052631578947,0.01153663020838827,0.6225561387927225,0.1469524752060715
BTC,phase1,xgb,phase1_xgb,0.018783757939967276,0.00019344512127451302,0.026090923895532286,0.0002641027037542286,-0.18307086596345123,0.023864864451613916,0.48881578947368415,0.019818908330779005,0.6393832021310059,0.20581527681409514
BTC,phase2,lstm,phase2_lstm,0.016736437153183306,0.00010016070189543694,0.024115245910375817,0.00016316039867370112,-0.010637804974277531,0.013681597727875035,0.5184210526315789,0.030022642655538518,0.306932930651282,0.3317036970399256
BTC,phase2,xgb,phase2_xgb,0.01725053044923806,0.00015691659272070273,0.02431199093392803,0.00028678167503639934,-0.0272724394820143,0.02425712465654987,0.5223684210526316,0.019377205888188358,0.2691208637412166,0.21679310518541137
ETH,phase0,lstm,phase0_lstm,0.023592539363203723,0.0003565508886400965,0.03424327941422276,0.0003981597777044241,-0.04100043809113045,0.02420836294213726,0.5144736842105263,0.0075729371271193065,0.3321357233964287,0.0905476890266995
ETH,phase0,xgb,phase0_xgb,0.0246762122385589,0.00023573339065322064,0.03463349253343491,0.0002794733859806338,-0.06480098733691642,0.017224247810248984,0.5052631578947369,0.016869580795997468,0.4591829618236183,0.21240227541860673
ETH,phase1,lstm,phase1_lstm,0.023531431219099872,8.109398792643359e-05,0.033917820539664696,0.00018311246991181053,-0.021219845700721905,0.01101896984731599,0.4875,0.011722716895529927,0.6772512018143391,0.1357490422719078
ETH,phase1,xgb,phase1_xgb,0.025774618849824,0.00036376773270863284,0.03604705894624669,0.0004623858679221328,-0.15358627481467435,0.02964727095160001,0.5006578947368421,0.016182070889801094,0.518479917938077,0.20735240287703122
ETH,phase2,lstm,phase2_lstm,0.023599153223483178,0.0007585927124211337,0.03427644157570916,0.0008530839039211948,-0.04342169071212525,0.052700447479072085,0.5072368421052631,0.0219927824347984,0.4276032251430156,0.2672946598942037
ETH,phase2,xgb,phase2_xgb,0.02410341407239199,0.00019060088668693912,0.034319764217495455,0.00016057512516238543,-0.04556115656037609,0.009768442988273536,0.5203947368421054,0.010505736462283784,0.26763272730128407,0.11236855440626409
