asset,phase,model,method,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count,mae_gain_vs_random_walk_pct,mae_gain_vs_arima_pct
BTC,benchmark,arima,arima,0.01667704113053374,0.024010924920393747,-0.0018761203441846064,0.48355263157894735,0.7359105326836264,304,-0.07315846482126043,0.0
BTC,benchmark,random_walk_zero_return,random_walk_zero_return,0.016664849382560683,0.024013387510992572,-0.0020816382276849232,,,304,0.0,0.07310498233847375
BTC,phase0,lstm,phase0_lstm,0.016727339378902965,0.02412724624886465,-0.011606845053759862,0.48355263157894735,0.7359105326836264,304,-0.3749808648596368,-0.3016017528261347
BTC,phase0,xgb,phase0_xgb,0.01751123049567396,0.024907879859560497,-0.07812662265803194,0.4967105263157895,0.568287449734703,304,-5.0788404604423905,-5.002022592682311
BTC,phase1,lstm,phase1_lstm,0.016955809412594416,0.024227354094710357,-0.02001890115038596,0.48026315789473684,0.7720180847000842,304,-1.7459505534938355,-1.6715691943115916
BTC,phase1,xgb,phase1_xgb,0.017706839099237395,0.024842170638028196,-0.07244573640230723,0.4967105263157895,0.568287449734703,304,-6.252620067284409,-6.174944108150054
BTC,phase2,lstm,phase2_lstm,0.01661481634675479,0.023984220362033924,0.0003511808835883201,0.5230263157894737,0.2279819152999158,304,0.3002309511315032,0.37311644968617763
BTC,phase2,xgb,phase2_xgb,0.017172949483765756,0.02441376448355418,-0.03577576969638274,0.506578947368421,0.4317125502652969,304,-3.04893305388518,-2.9735991495761516
ETH,benchmark,arima,arima,0.022992327544432912,0.03365921332209887,-0.005683133980972643,0.5197368421052632,0.26408946731637356,304,-0.23327864453482902,0.0
ETH,benchmark,random_walk_zero_return,random_walk_zero_return,0.02293881618496429,0.0335957913281933,-0.0018968102590299907,,,304,0.0,0.23273572179767107
ETH,phase0,lstm,phase0_lstm,0.02377784645725665,0.03421817366429653,-0.039362146956373634,0.5,0.5228621002394082,304,-3.6576877617700214,-3.41643929395889
ETH,phase0,xgb,phase0_xgb,0.024514696804474635,0.034649937669303923,-0.06575691502582637,0.5,0.5228621002394082,304,-6.869930020814618,-6.621205517796008
ETH,phase1,lstm,phase1_lstm,0.023061012796909208,0.03357052636893981,-0.0003904689528619887,0.4967105263157895,0.568287449734703,304,-0.5327067053486946,-0.29873118475526556
ETH,phase1,xgb,phase1_xgb,0.02561700893638129,0.03568936912709801,-0.13065728672344923,0.48026315789473684,0.7720180847000842,304,-11.675374743935011,-11.41546625445446
ETH,phase2,lstm,phase2_lstm,0.024450611844703124,0.03457984272367849,-0.06144933949857978,0.48355263157894735,0.7359105326836264,304,-6.590556581249252,-6.342482280021728
ETH,phase2,xgb,phase2_xgb,0.02410253920835162,0.034279540531066334,-0.04309347363063054,0.5263157894736842,0.19482655307096733,304,-5.073160768209627,-4.828617989080107
