half_life_days,decay_rate,mean_relative_mae_ratio,mean_improvement_pct,median_improvement_pct,evaluated_asset_model_seed_runs
60,0.9885140203528962,0.994607602140181,0.5392397859819039,0.0,20
14,0.9516951530106196,0.9948436396191175,0.5156360380882442,0.0,20
30,0.9771599684342459,0.9956942769271603,0.4305723072839731,0.0,20
7,0.9057236642639067,0.9959642532580034,0.4035746741996643,0.0,20
