asset,phase,model,method,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,directional_accuracy_mean,directional_accuracy_std,directional_accuracy_p_value_mean,directional_accuracy_p_value_std
BTC,phase0,lstm,phase0_lstm,0.016839481935194262,0.00014340223741702812,0.024200926460740672,0.00011230711528383697,-0.017812339694841084,0.009474867451652104,0.4947368421052632,0.022382928731847367,0.573534803300096,0.26519987328278577
BTC,phase0,xgb,phase0_xgb,0.017553118034153974,0.0001243609676505168,0.024828189953436986,0.00011834174865013446,-0.07125844320433602,0.01021717320679069,0.5019736842105262,0.01926519797940304,0.49252890133820654,0.23618875388061833
BTC,phase2_general,lstm,phase2_general_lstm,0.016736437153183265,0.00010016070189544041,0.02411524591037579,0.00016316039867370066,-0.010637804974277553,0.013681597727874875,0.5184210526315789,0.030022642655538518,0.306932930651282,0.3317036970399256
BTC,phase2_general,xgb,phase2_general_xgb,0.017250530449238015,0.0001569165927207079,0.024311990933927993,0.0002867816750363998,-0.02727243948201392,0.02425712465654991,0.5223684210526316,0.019377205888188358,0.2691208637412166,0.21679310518541137
BTC,phase3_crypto,lstm,phase3_crypto_lstm,0.01700548147778841,0.00014569113788219688,0.024235255086001745,7.959219031818412e-05,-0.02069311092904904,0.006708090403171469,0.49407894736842106,0.01050573646228376,0.598396247989113,0.1362741569471536
BTC,phase3_crypto,xgb,phase3_crypto_xgb,0.017605331394392437,0.0001689110782656484,0.024875704216445672,0.00020758639424981444,-0.07540291251014959,0.018005483784551714,0.5144736842105263,0.009187000028795377,0.33354264512392956,0.11563098541183424
ETH,phase0,lstm,phase0_lstm,0.023592539363203723,0.0003565508886400965,0.03424327941422276,0.0003981597777044241,-0.04100043809113045,0.02420836294213726,0.5144736842105263,0.0075729371271193065,0.3321357233964287,0.0905476890266995
ETH,phase0,xgb,phase0_xgb,0.0246762122385589,0.00023573339065322064,0.03463349253343491,0.0002794733859806338,-0.06480098733691642,0.017224247810248984,0.5052631578947369,0.016869580795997468,0.4591829618236183,0.21240227541860673
ETH,phase2_general,lstm,phase2_general_lstm,0.023599153223483132,0.0007585927124211292,0.034276441575709124,0.0008530839039211952,-0.04342169071212489,0.052700447479071925,0.5072368421052631,0.0219927824347984,0.4276032251430156,0.2672946598942037
ETH,phase2_general,xgb,phase2_general_xgb,0.02410341407239194,0.00019060088668693706,0.03431976421749542,0.00016057512516238535,-0.045561156560375696,0.009768442988273595,0.5203947368421054,0.010505736462283784,0.26763272730128407,0.11236855440626409
ETH,phase3_crypto,lstm,phase3_crypto_lstm,0.02330108927878179,0.0001230005145980032,0.03394836645384299,0.0002265185915593705,-0.02307265026157803,0.013647739292002931,0.5032894736842105,0.012086298072943326,0.47543706235014804,0.16041717225319913
ETH,phase3_crypto,xgb,phase3_crypto_xgb,0.02437454995820189,0.0003796665034926155,0.034782787580988364,0.0003842073220639233,-0.07404975916047318,0.02371236703101665,0.49868421052631573,0.01587831366598312,0.5405587358818168,0.2035593049935882
