asset,phase,model,method,seed,mae,rmse,r2,directional_accuracy,directional_accuracy_p_value,observation_count
BTC,phase0,lstm,phase0_lstm,42,0.01668721175628695,0.024128982741798047,-0.011752465596995387,0.5131578947368421,0.3440684584761977,304
BTC,phase0,xgb,phase0_xgb,42,0.01756019003388969,0.02479643702426351,-0.06850069689500393,0.5098684210526315,0.38717211017575387,304
BTC,phase2_general,lstm,phase2_general_lstm,42,0.01686525964255961,0.024228759253379577,-0.02013722442750665,0.5361842105263158,0.1141826842920026,304
BTC,phase2_general,xgb,phase2_general_xgb,42,0.017455081936718048,0.024688316254446546,-0.05920297002212549,0.5328947368421053,0.1379051285921145,304
BTC,phase3_crypto,lstm,phase3_crypto_lstm,42,0.017071040442295692,0.024431052229169112,-0.03724318516722214,0.48026315789473684,0.7720180847000842,304
BTC,phase3_crypto,xgb,phase3_crypto_xgb,42,0.017553901951312678,0.024858907088282402,-0.0738912607229465,0.5230263157894737,0.2279819152999158,304
ETH,phase0,lstm,phase0_lstm,42,0.02332834295331923,0.03404754247494428,-0.02902229520020616,0.506578947368421,0.4317125502652969,304
ETH,phase0,xgb,phase0_xgb,42,0.024387980051102334,0.034349214665183314,-0.04733801670835214,0.4868421052631579,0.6971010550060723,304
ETH,phase2_general,lstm,phase2_general_lstm,42,0.023264710182835203,0.03388815962883979,-0.01941075714796403,0.47368421052631576,0.8352204939490167,304
ETH,phase2_general,xgb,phase2_general_xgb,42,0.02423745761805556,0.034394905313473355,-0.050126166618352785,0.506578947368421,0.4317125502652969,304
ETH,phase3_crypto,lstm,phase3_crypto_lstm,42,0.023123445939808897,0.0337478383713547,-0.010986053858393463,0.5230263157894737,0.2279819152999158,304
ETH,phase3_crypto,xgb,phase3_crypto_xgb,42,0.0243517352480823,0.03466424824213434,-0.06663742116606763,0.4934210526315789,0.6128278898242461,304
